0.040000, -0.996000, -4.028764, -4.028764, -1.909598
0.060000, -0.994000, -2.194001, -3.106796, -1.288330
0.080000, -0.992000, -0.686465, -2.586770, -1.147264
0.100000, -0.990000, 3.550733, -1.468984, -0.912850
0.120000, -0.988000, -2.383534, -2.670332, -1.100097
0.140000, -0.986000, -1.705314, -2.530996, -1.091727
0.160000, -0.984000, 2.537191, -1.826374, -0.967415
0.180000, -0.982000, -2.808887, -2.555293, -1.056466
0.200000, -0.980000, -4.237139, -2.739124, -1.069758
0.220000, -0.978000, -0.772982, -2.299459, -1.010023
0.240000, -0.976000, 0.149809, -2.162087, -0.982833
0.260000, -0.974000, -2.828409, -2.481319, -1.009656
0.280000, -0.972000, -0.271671, -2.182912, -0.969189
0.300000, -0.970000, 4.573610, -1.607963, -0.896479
0.320000, -0.968000, 1.074688, -1.915832, -0.915294
0.340000, -0.966000, -3.969348, -2.421164, -0.958942
0.360000, -0.964000, -0.620453, -2.062435, -0.914315
0.380000, -0.962000, 3.181840, -1.624142, -0.858335
0.400000, -0.960000, -0.288622, -1.929410, -0.877996
0.420000, -0.958000, -3.196793, -2.208995, -0.898508
0.440000, -0.956000, -4.076333, -2.303901, -0.902768
0.460000, -0.954000, -2.437790, -2.142501, -0.881561
0.480000, -0.952000, -0.389619, -1.922878, -0.853167
0.500000, -0.950000, 0.038436, -1.855319, -0.839277
0.520000, -0.948000, 0.602662, -1.768041, -0.822967
0.540000, -0.946000, -7.071937, -2.553868, -0.899394
0.560000, -0.944000, -1.346540, -1.993467, -0.841192
0.580000, -0.942000, -1.445779, -1.996100, -0.837737
0.600000, -0.940000, -0.190715, -1.855046, -0.819500
0.620000, -0.938000, 1.777905, -1.623375, -0.790447
0.640000, -0.936000, -6.814162, -2.496343, -0.877110
0.660000, -0.934000, 3.031853, -1.493637, -0.773363
0.680000, -0.932000, 2.341865, -1.510257, -0.768099
0.700000, -0.930000, -2.031383, -1.924030, -0.805439
0.720000, -0.928000, -1.991760, -1.912793, -0.802095
0.740000, -0.926000, -2.183429, -1.927261, -0.801840
0.760000, -0.924000, 3.093736, -1.361104, -0.740190
0.780000, -0.922000, 0.442768, -1.583776, -0.756889
0.800000, -0.920000, -4.788710, -2.108838, -0.808379
0.820000, -0.918000, 1.506331, -1.461312, -0.740770
0.840000, -0.916000, 2.465787, -1.317060, -0.720332
0.860000, -0.914000, -5.757133, -2.141255, -0.801832
0.880000, -0.912000, -2.267192, -1.804860, -0.768682
0.900000, -0.910000, -1.853752, -1.763062, -0.764002
0.920000, -0.908000, -2.635478, -1.845889, -0.772608
0.940000, -0.906000, 2.140312, -1.344729, -0.720143
0.960000, -0.904000, -4.864801, -2.049487, -0.791273
0.980000, -0.902000, 1.459646, -1.406315, -0.726336
1.000000, -0.900000, 3.376339, -1.165915, -0.697776
1.020000, -0.898000, -2.688016, -1.753834, -0.754995
1.040000, -0.896000, 0.917915, -1.373258, -0.715223
1.060000, -0.894000, -4.483373, -1.916154, -0.770214
1.080000, -0.892000, -2.396077, -1.718754, -0.752319
1.100000, -0.890000, 3.195703, -1.127166, -0.690668
1.120000, -0.888000, 0.686927, -1.339235, -0.708556
1.140000, -0.886000, -0.614654, -1.447108, -0.717549
1.160000, -0.884000, 1.325917, -1.222475, -0.692322
1.180000, -0.882000, 1.428779, -1.172665, -0.683435
1.200000, -0.880000, -6.321984, -1.959657, -0.763422
1.220000, -0.878000, -8.221089, -2.208171, -0.794806
1.240000, -0.876000, 2.414138, -1.145141, -0.689643
1.260000, -0.874000, 2.621058, -1.082877, -2.324342
1.280000, -0.872000, -4.720809, -1.821219, -2.905990
1.300000, -0.870000, -0.354038, -0.354038, -2.063584
1.320000, -0.868000, -1.187278, -1.187278, 0.176990
1.340000, -0.866000, -2.508584, -1.851234, -0.420519
1.360000, -0.864000, 5.010661, 0.690353, 0.307678
1.380000, -0.862000, 0.480267, -0.439867, 0.068778
1.400000, -0.860000, -0.494818, -0.629788, 0.007775
1.420000, -0.858000, -1.434734, -0.791910, -0.002264
1.440000, -0.856000, -5.838672, -1.503474, -0.110008
1.460000, -0.854000, -2.726430, -1.088373, -0.057520
1.480000, -0.852000, 4.877383, -0.071753, 0.065372
1.500000, -0.850000, -0.469883, -0.708941, -0.006473
1.520000, -0.848000, -6.366900, -1.428361, -0.096591
1.540000, -0.846000, 1.962630, -0.496767, 0.002144
1.560000, -0.844000, 3.771141, -0.263898, 0.027444
1.580000, -0.842000, 2.232163, -0.390674, 0.014375
1.600000, -0.840000, -3.761720, -1.020964, -0.053665
1.620000, -0.838000, 1.457739, -0.475034, -0.000714
1.640000, -0.836000, -0.259198, -0.635675, -0.017707
1.660000, -0.834000, -10.886121, -1.776303, -0.142745
1.680000, -0.832000, -3.381163, -1.077157, -0.082220
1.700000, -0.830000, 4.893304, -0.224243, 0.001159
1.720000, -0.828000, 3.195770, -0.351135, -0.011276
1.740000, -0.826000, 2.766876, -0.354809, -0.011517
1.760000, -0.824000, -2.581720, -0.885462, -0.067722
1.780000, -0.822000, -6.514807, -1.321696, -0.119589
1.800000, -0.820000, 5.866291, -0.060954, 0.004700
1.820000, -0.818000, -3.943653, -1.037235, -0.096415
1.840000, -0.816000, -6.511206, -1.344370, -0.136543
1.860000, -0.814000, 2.897474, -0.404444, -0.047303
1.880000, -0.812000, -2.547890, -0.950145, -0.106707
1.900000, -0.810000, -1.997304, -0.913184, -0.109797
1.920000, -0.808000, 0.521230, -0.660914, -0.089651
1.940000, -0.806000, 1.117840, -0.586026, -0.085740
1.960000, -0.804000, -1.400625, -0.835353, -0.115516
1.980000, -0.802000, -1.687349, -0.872546, -0.125279
2.000000, -0.800000, -3.414980, -1.067335, -0.152384
2.020000, -0.798000, -1.161920, -0.857087, -0.138533
2.040000, -0.796000, 0.138873, -0.725093, -0.130918
2.060000, -0.794000, -2.989262, -1.051273, -0.170787
2.080000, -0.792000, 0.297308, -0.726232, -0.144690
2.100000, -0.790000, 0.750327, -0.668260, -0.143649
2.120000, -0.788000, -0.401670, -0.775010, -0.159427
2.140000, -0.786000, -2.424292, -0.985941, -0.187374
2.160000, -0.784000, 0.577610, -0.682503, -0.162713
2.180000, -0.782000, 0.045040, -0.724092, -0.171625
2.200000, -0.780000, -6.357855, -1.397372, -0.248342
2.220000, -0.778000, -0.741860, -0.858432, -0.203090
2.240000, -0.776000, 4.002175, -0.354259, -0.155982
2.260000, -0.774000, 0.356000, -0.692174, -0.193101
2.280000, -0.772000, -0.223902, -0.738993, -0.202459
2.300000, -0.770000, -0.319501, -0.739693, -0.207291
2.320000, -0.768000, -4.776545, -1.207222, -0.261940
2.340000, -0.766000, -3.746883, -1.139139, -0.264620
2.360000, -0.764000, 4.347544, -0.308605, -0.185445
2.380000, -0.762000, 2.790985, -0.420147, -0.197786
2.400000, -0.760000, -6.517394, -1.372555, -0.300717
2.420000, -0.758000, 0.271935, -0.707453, -0.241259
2.440000, -0.756000, 1.763941, -0.537178, -0.227682
2.460000, -0.754000, -4.608935, -1.189246, -0.299913
2.480000, -0.752000, -1.713732, -0.921012, -0.280942
2.500000, -0.750000, -2.263837, -0.991727, -0.295489
2.520000, -0.748000, 3.659962, -0.377637, -0.237733
2.540000, -0.746000, 4.039089, -0.289816, -1.465841
2.560000, -0.744000, -2.487474, -0.930996, -1.762504
2.580000, -0.742000, -4.854871, -4.854871, -3.070125
2.600000, -0.740000, 1.275462, 1.275462, -0.172590
2.620000, -0.738000, 3.641705, 2.464499, 0.579629
2.640000, -0.736000, -0.162623, 1.187054, 0.112416
2.660000, -0.734000, 2.028800, 1.743335, 0.240930
2.680000, -0.732000, -3.389710, 0.597010, 0.051230
2.700000, -0.730000, -6.090794, 0.064337, -0.036368
2.720000, -0.728000, 1.969392, 1.295047, 0.140321
2.740000, -0.726000, 2.349437, 1.344383, 0.153349
2.760000, -0.724000, -4.244273, 0.445472, 0.039111
2.780000, -0.722000, -2.779398, 0.574311, 0.050488
2.800000, -0.720000, -2.962622, 0.502373, 0.040205
2.820000, -0.718000, -1.409017, 0.633141, 0.049387
2.840000, -0.716000, 1.750606, 0.958244, 0.082747
2.860000, -0.714000, -2.971096, 0.420361, 0.022537
2.880000, -0.712000, -1.052991, 0.581677, 0.034117
2.900000, -0.710000, 1.725188, 0.854421, 0.059950
2.920000, -0.708000, 2.167211, 0.901642, 0.063798
2.940000, -0.706000, -2.080075, 0.449802, 0.015309
2.960000, -0.704000, -0.119934, 0.624992, 0.029425
2.980000, -0.702000, -0.761910, 0.540989, 0.018122
3.000000, -0.700000, 0.596461, 0.665223, 0.028113
3.020000, -0.698000, 5.144545, 1.146073, 0.077995
3.040000, -0.696000, -6.224136, -0.023534, -0.042954
3.060000, -0.694000, -3.873821, 0.151050, -0.032682
3.080000, -0.692000, -2.520434, 0.239731, -0.029994
3.100000, -0.690000, 0.837130, 0.554833, -0.002325
3.120000, -0.688000, 3.538362, 0.836462, 0.025341
3.140000, -0.686000, -0.262459, 0.456045, -0.014190
3.160000, -0.684000, -2.578625, 0.195542, -0.044701
3.180000, -0.682000, -10.213979, -0.658758, -0.141337
3.200000, -0.680000, 1.249096, 0.439306, -0.039083
3.220000, -0.678000, 4.242713, 0.754277, -0.008780
3.240000, -0.676000, -2.141155, 0.104635, -0.077568
3.260000, -0.674000, 8.143440, 1.169151, 0.030087
3.280000, -0.672000, -2.043409, 0.162417, -0.071432
3.300000, -0.670000, -6.383601, -0.326316, -0.127965
3.320000, -0.668000, -4.775288, -0.230366, -0.127538
3.340000, -0.666000, -5.507919, -0.371783, -0.151776
3.360000, -0.664000, 5.772883, 0.758564, -0.041976
3.380000, -0.662000, 1.484949, 0.349816, -0.084095
3.400000, -0.660000, -0.538038, 0.141792, -0.108574
3.420000, -0.658000, 2.040936, 0.405138, -0.084656
3.440000, -0.656000, -1.570338, 0.036812, -0.125051
3.460000, -0.654000, 1.302015, 0.322948, -0.099267
3.480000, -0.652000, -0.172996, 0.176182, -0.116425
3.500000, -0.650000, -7.877719, -0.651242, -0.207630
3.520000, -0.648000, -0.738080, 0.020049, -0.147904
3.540000, -0.646000, 2.270845, 0.323939, -0.120391
3.560000, -0.644000, 1.087795, 0.214402, -0.133470
3.580000, -0.642000, 1.223086, 0.235595, -0.133378
3.600000, -0.640000, 0.094505, 0.125073, -0.146805
3.620000, -0.638000, -3.472231, -0.256992, -0.190172
3.640000, -0.636000, -1.249664, -0.060480, -0.175848
3.660000, -0.634000, -1.350947, -0.089897, -0.183580
3.680000, -0.632000, -1.183175, -0.092138, -0.188662
