0.040000, 9.980040, 9.926890, 10.011657
0.060000, 9.960120, 9.871142, 9.996219
0.080000, 9.940240, 9.899431, 10.000650
0.100000, 9.920400, 10.013172, 10.019857
0.120000, 9.900600, 9.804090, 9.985517
0.140000, 9.880840, 9.944959, 10.003855
0.160000, 9.861120, 9.905578, 9.997269
0.180000, 9.841440, 9.832604, 9.986330
0.200000, 9.821800, 9.736092, 9.972201
0.220000, 9.802200, 9.801684, 9.976641
0.240000, 9.782640, 9.742084, 9.966963
0.260000, 9.763120, 9.688548, 9.957432
0.280000, 9.743640, 9.731217, 9.958014
0.300000, 9.724200, 9.871493, 9.969595
0.320000, 9.704800, 9.774205, 9.956684
0.340000, 9.685440, 9.712719, 9.946759
0.360000, 9.666120, 9.749387, 9.946784
0.380000, 9.646840, 9.839992, 9.952985
0.400000, 9.627600, 9.737842, 9.939555
0.420000, 9.608400, 9.712120, 9.933299
0.440000, 9.589240, 9.574789, 9.914847
0.460000, 9.570120, 9.614609, 9.913803
0.480000, 9.551040, 9.559204, 9.902929
0.500000, 9.532000, 9.616146, 9.903396
0.520000, 9.513000, 9.583310, 9.894849
0.540000, 9.494040, 9.333269, 9.862727
0.560000, 9.475120, 9.529449, 9.875466
0.580000, 9.456240, 9.275438, 9.842141
0.600000, 9.437400, 9.521820, 9.859440
0.620000, 9.418600, 9.346554, 9.834321
0.640000, 9.399840, 9.249254, 9.815660
0.660000, 9.381120, 9.467828, 9.829625
0.680000, 9.362440, 9.342928, 9.809294
0.700000, 9.343800, 9.386573, 9.805721
0.720000, 9.325200, 9.263258, 9.784870
0.740000, 9.306640, 9.299236, 9.779767
0.760000, 9.288120, 9.387007, 9.780628
0.780000, 9.269640, 9.316946, 9.765700
0.800000, 9.251200, 9.195459, 9.744659
0.820000, 9.232800, 9.377200, 9.754749
0.840000, 9.214440, 9.294090, 9.738610
0.860000, 9.196120, 9.146914, 9.714880
0.880000, 9.177840, 9.203403, 9.711360
0.900000, 9.159600, 9.072764, 9.688482
0.920000, 9.141400, 9.097984, 9.680843
0.940000, 9.123240, 9.158377, 9.677219
0.960000, 9.105120, 8.903392, 9.640614
0.980000, 9.087040, 9.216762, 9.661954
1.000000, 9.069000, 9.038445, 9.634216
1.020000, 9.051000, 9.109242, 9.631305
1.040000, 9.033040, 9.075162, 9.618068
1.060000, 9.015120, 8.929907, 9.592732
1.080000, 8.997240, 8.979319, 9.586696
1.100000, 8.979400, 9.057735, 9.584341
1.120000, 8.961600, 9.006796, 9.569152
1.140000, 8.943840, 9.033149, 9.561824
1.160000, 8.926120, 9.059832, 9.554974
1.180000, 8.908440, 9.090300, 9.549005
1.200000, 8.890800, 8.806953, 9.510052
1.220000, 8.873200, 8.761456, 9.493531
1.240000, 8.855640, 8.903519, 9.496500
1.260000, 8.838120, 8.866299, 8.866299
1.280000, 8.820640, 8.714686, 8.714686
1.300000, 8.803200, 8.852137, 8.783755
1.320000, 8.785800, 8.667195, 8.721766
1.340000, 8.768440, 8.751794, 8.743272
1.360000, 8.751120, 8.867622, 8.767934
1.380000, 8.733840, 8.771005, 8.751411
1.400000, 8.716600, 8.847829, 8.764192
1.420000, 8.699400, 8.713615, 8.745534
1.440000, 8.682240, 8.614282, 8.731889
1.460000, 8.665120, 8.604558, 8.729504
1.480000, 8.648040, 8.809377, 8.753231
1.500000, 8.631000, 8.585763, 8.727229
1.520000, 8.614000, 8.554701, 8.721912
1.540000, 8.597040, 8.664268, 8.732049
1.560000, 8.580120, 8.705547, 8.735418
1.580000, 8.563240, 8.753554, 8.739900
1.600000, 8.546400, 8.555078, 8.718077
1.620000, 8.529600, 8.811864, 8.743536
1.640000, 8.512840, 8.544710, 8.715187
1.660000, 8.496120, 8.376419, 8.694720
1.680000, 8.479440, 8.409464, 8.693885
