0.040000, 9.980040, 10.120493, 10.062608
0.060000, 9.960120, 10.015501, 10.036262
0.080000, 9.940240, 9.943873, 10.021688
0.100000, 9.920400, 9.986776, 10.028812
0.120000, 9.900600, 10.036159, 10.035967
0.140000, 9.880840, 9.824926, 10.008373
0.160000, 9.861120, 9.750470, 9.999131
0.180000, 9.841440, 9.790681, 10.002723
0.200000, 9.821800, 9.866648, 10.009557
0.220000, 9.802200, 9.907350, 10.012770
0.240000, 9.782640, 9.761498, 9.999681
0.260000, 9.763120, 9.820547, 10.003700
0.280000, 9.743640, 9.731309, 9.996030
0.300000, 9.724200, 9.538842, 9.980702
0.320000, 9.704800, 9.842217, 10.001039
0.340000, 9.685440, 9.651052, 9.987006
0.360000, 9.666120, 9.557601, 9.979455
0.380000, 9.646840, 9.593470, 9.980271
0.400000, 9.627600, 9.676224, 9.984080
0.420000, 9.608400, 9.568499, 9.976019
0.440000, 9.589240, 9.684214, 9.981523
0.460000, 9.570120, 9.825110, 9.988717
0.480000, 9.551040, 9.614577, 9.975185
0.500000, 9.532000, 9.497368, 9.966742
0.520000, 9.513000, 9.529279, 9.966722
0.540000, 9.494040, 9.533513, 9.965141
0.560000, 9.475120, 9.401689, 9.955744
0.580000, 9.456240, 9.474623, 9.957654
0.600000, 9.437400, 9.501563, 9.957106
0.620000, 9.418600, 9.374147, 9.947915
0.640000, 9.399840, 9.446054, 9.949540
0.660000, 9.381120, 9.431449, 9.946495
0.680000, 9.362440, 9.311743, 9.937541
0.700000, 9.343800, 9.395416, 9.939527
0.720000, 9.325200, 9.270647, 9.930170
0.740000, 9.306640, 9.321263, 9.930141
0.760000, 9.288120, 9.253460, 9.923689
0.780000, 9.269640, 9.319898, 9.924424
0.800000, 9.251200, 9.190677, 9.914549
0.820000, 9.232800, 9.090651, 9.905890
0.840000, 9.214440, 9.244934, 9.910901
0.860000, 9.196120, 9.080499, 9.898806
0.880000, 9.177840, 9.184138, 9.900946
0.900000, 9.159600, 9.184052, 9.897665
0.920000, 9.141400, 9.112372, 9.890441
0.940000, 9.123240, 9.148887, 9.888936
0.960000, 9.105120, 9.068672, 9.881117
0.980000, 9.087040, 9.139101, 9.881322
1.000000, 9.069000, 8.867610, 9.862955
1.020000, 9.051000, 9.244975, 9.879386
1.040000, 9.033040, 8.941597, 9.859551
1.060000, 9.015120, 9.108926, 9.864651
1.080000, 8.997240, 8.936855, 9.851609
1.100000, 8.979400, 8.894643, 9.845182
1.120000, 8.961600, 9.151038, 9.855004
1.140000, 8.943840, 9.043065, 9.845581
1.160000, 8.926120, 8.958446, 9.837138
1.180000, 8.908440, 8.897655, 9.829755
1.200000, 8.890800, 8.740460, 9.816898
1.220000, 8.873200, 8.989854, 9.825875
1.240000, 8.855640, 9.037947, 9.824523
1.260000, 8.838120, 8.922043, 8.922043
1.280000, 8.820640, 8.787063, 8.787063
1.300000, 8.803200, 8.854506, 8.820827
1.320000, 8.785800, 8.846762, 8.818319
1.340000, 8.768440, 8.869569, 8.824163
1.360000, 8.751120, 8.689019, 8.787656
1.380000, 8.733840, 8.636141, 8.778437
1.400000, 8.716600, 8.637161, 8.778228
1.420000, 8.699400, 8.683418, 8.783859
1.440000, 8.682240, 8.759699, 8.792478
1.460000, 8.665120, 8.780591, 8.794533
1.480000, 8.648040, 8.677463, 8.784201
1.500000, 8.631000, 8.705694, 8.786433
1.520000, 8.614000, 8.459422, 8.764790
1.540000, 8.597040, 8.666232, 8.780813
1.560000, 8.580120, 8.538933, 8.770412
1.580000, 8.563240, 8.504406, 8.767037
1.600000, 8.546400, 8.483391, 8.764611
1.620000, 8.529600, 8.615555, 8.772786
1.640000, 8.512840, 8.509644, 8.764954
1.660000, 8.496120, 8.538666, 8.765875
