0.040000, 9.980040, 10.083422, 10.022160
0.060000, 9.960120, 9.913479, 9.974841
0.080000, 9.940240, 9.862118, 9.961080
0.100000, 9.920400, 9.785483, 9.943072
0.120000, 9.900600, 9.955939, 9.972396
0.140000, 9.880840, 9.796505, 9.944825
0.160000, 9.861120, 9.963897, 9.969285
0.180000, 9.841440, 9.840911, 9.950949
0.200000, 9.821800, 9.711157, 9.931333
0.220000, 9.802200, 9.614042, 9.915708
0.240000, 9.782640, 9.621138, 9.913196
0.260000, 9.763120, 9.692655, 9.918875
0.280000, 9.743640, 9.739828, 9.922186
0.300000, 9.724200, 9.908876, 9.940008
0.320000, 9.704800, 9.757071, 9.922634
0.340000, 9.685440, 9.619914, 9.905975
0.360000, 9.666120, 9.713820, 9.913485
0.380000, 9.646840, 9.654902, 9.905490
0.400000, 9.627600, 9.618897, 9.899567
0.420000, 9.608400, 9.690118, 9.904463
0.440000, 9.589240, 9.549502, 9.888512
0.460000, 9.570120, 9.637082, 9.894427
0.480000, 9.551040, 9.405756, 9.869618
0.500000, 9.532000, 9.518989, 9.876876
0.520000, 9.513000, 9.406668, 9.863255
0.540000, 9.494040, 9.447351, 9.863562
0.560000, 9.475120, 9.444302, 9.860085
0.580000, 9.456240, 9.457051, 9.858140
0.600000, 9.437400, 9.437232, 9.853315
0.620000, 9.418600, 9.427108, 9.849317
0.640000, 9.399840, 9.525802, 9.855308
0.660000, 9.381120, 9.429526, 9.844197
0.680000, 9.362440, 9.169020, 9.817586
0.700000, 9.343800, 9.369430, 9.830973
0.720000, 9.325200, 9.217559, 9.814079
0.740000, 9.306640, 9.496951, 9.834857
0.760000, 9.288120, 9.032254, 9.791194
0.780000, 9.269640, 9.093933, 9.791287
0.800000, 9.251200, 9.197439, 9.795577
0.820000, 9.232800, 9.368450, 9.806570
0.840000, 9.214440, 9.055898, 9.776230
0.860000, 9.196120, 9.053609, 9.771096
0.880000, 9.177840, 9.193822, 9.778477
0.900000, 9.159600, 9.206691, 9.775737
0.920000, 9.141400, 8.997869, 9.753858
0.940000, 9.123240, 9.026918, 9.751317
0.960000, 9.105120, 9.178733, 9.759659
0.980000, 9.087040, 9.033350, 9.743375
1.000000, 9.069000, 9.077882, 9.742572
1.020000, 9.051000, 8.917093, 9.724450
1.040000, 9.033040, 9.163710, 9.740343
1.060000, 9.015120, 8.847612, 9.709632
1.080000, 8.997240, 8.934736, 9.711461
1.100000, 8.979400, 9.061526, 9.717312
1.120000, 8.961600, 8.819067, 9.692510
1.140000, 8.943840, 8.986103, 9.701119
1.160000, 8.926120, 9.048687, 9.701968
1.180000, 8.908440, 8.803361, 9.677076
1.200000, 8.890800, 8.928808, 9.682162
1.220000, 8.873200, 8.877089, 9.673078
1.240000, 8.855640, 8.735556, 9.656101
1.260000, 8.838120, 8.701089, 8.701089
1.280000, 8.820640, 8.838725, 8.838725
1.300000, 8.803200, 8.784380, 8.810202
1.320000, 8.785800, 8.896029, 8.850274
1.340000, 8.768440, 8.922789, 8.859217
1.360000, 8.751120, 8.644655, 8.793562
1.380000, 8.733840, 8.707394, 8.803843
1.400000, 8.716600, 8.707369, 8.802182
1.420000, 8.699400, 8.882118, 8.830675
1.440000, 8.682240, 8.736618, 8.808334
1.460000, 8.665120, 8.566175, 8.782026
1.480000, 8.648040, 8.743929, 8.804300
1.500000, 8.631000, 8.742035, 8.803351
1.520000, 8.614000, 8.791535, 8.809031
1.540000, 8.597040, 8.586423, 8.783523
1.560000, 8.580120, 8.655124, 8.789670
1.580000, 8.563240, 8.640283, 8.786605
1.600000, 8.546400, 8.587347, 8.779210
1.620000, 8.529600, 8.485085, 8.766116
1.640000, 8.512840, 8.440605, 8.758709
1.660000, 8.496120, 8.382866, 8.749719
1.680000, 8.479440, 8.506821, 8.759371
1.700000, 8.462800, 8.474096, 8.753875
1.720000, 8.446200, 8.405967, 8.744661
1.740000, 8.429640, 8.558091, 8.757006
1.760000, 8.413120, 8.434136, 8.743256
1.780000, 8.396640, 8.227878, 8.720735
1.800000, 8.380200, 8.382781, 8.731706
1.820000, 8.363800, 8.469554, 8.737287
1.840000, 8.347440, 8.405596, 8.729245
